text,is_burden,index,section,parts
" 23.(1) The manager shall ensure that the disclosures in the offer document are in accordance with the Schedule III to these regulations and any circulars or guidelines issued by the Board in this regard.
                 ",1,1066,0,0
" (2)The manager shall submit an annual report to all unit holders of the REIT with respect to activities of the REIT, within three months from the end of the financial year.
                 ",1,1067,0,0
" (3)The manager shall submit a half-yearly report to all unit holders of the REIT with respect to activities of the REIT within forty five days from the end of the half year ending on September 30th.
                 ",1,1068,0,0
" (4)Such annual and half yearly reports shall contain disclosures as specified under Schedule IV to these regulations.
                 ",1,1069,0,0
" (5)The manager shall disclose to the designated stock exchanges any information having bearing on the operation or performance of the REIT as well as price sensitive information which includes but is not restricted to the following,-
                 ",1,1070,0,0
" 208Substituted for “trustee” the trustee may provide a period of one year to the manager to rectify the same, failing which
                 ",1,1071,0,0
" 54
(a)acquisition or disposal of any properties, value of which exceeds five per cent. of value of the REIT assets;
(b)additional borrowing, at level of 209[holdco or] SPV or the REIT, resulting in such borrowing exceeding five per cent. of the value of the REIT assets during the year;
(c)additional issue of units by the REIT;
(d)details of any credit rating obtained by the REIT and any change in such rating;
(e)any issue which requires approval of the unit holders;
(f)any legal proceedings which may have significant bearing on the functioning of the REIT;
(g)notices and results of meetings of unit holders;
(h)any instance of non-compliance with these regulations including any breach of limits specified under these regulations;
(i)any material issue that in the opinion of the manager or trustee needs to be disclosed to the unit holders.
                 ",1,1072,0,0
" (6)The manager shall submit such information to the designated stock exchanges and unit holders on a periodical basis as may be required under the listing agreement.
                 ",1,1073,0,0
" (7)The manager shall disclose to the designated stock exchanges, unit holders and the Board such information and in the manner as may be specified by the Board..
                 ",1,1074,0,0
" (2)Where any information is called for under sub-regulation (1), it shall be furnished within the time specified by the Board.
                 ",1,1075,0,0
" 26.(1) The manager shall maintain records pertaining to the activity of the REIT including,
                 ",1,1076,0,0
" (2)The trustee shall maintain records pertaining to,-
(a)certificate of registration granted by the Board;
(b)registered trust deed;
(c)documents pertaining to application made to the Board for registration as a REIT;
(d)titles of the real estate assets:
Provided that where the original title documents are deposited with the lender in respect of any loan / debt, the trustee shall maintain copies of such title documents;
(e)notices and agenda send to unit holders for meetings held;
(f)minutes of meetings and resolutions passed therein;
(g)periodical reports and disclosures received by the trustee from the manager;
(h)disclosures, periodically or otherwise, made to the Board, unit holders and to the designated stock exchanges;
(i)any other material documents.
                 ",1,1077,0,0
